,Name,coef,pvalue,pcorr,FDR<0.05
2132,YOL147C,0.8499999999999999,0.0037047773275858133,0.010202231912433326,True
2133,YDR257C,0.13333333333333333,0.7323675052362975,0.5620152108010869,False
2134,YDL110C,0.9666666666666667,2.155031274835775e-05,0.00026914367706742996,True
2135,YLL062C,0.9,0.0009430623223403293,0.003827171339941549,True
2136,YDR381C-A,-0.14285714285714285,0.7357648598798121,0.5631602031738682,False
2137,YBL059C-A,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2138,YLR262C,-0.31666666666666665,0.4063970144863861,0.37813472473288634,False
2139,YJR057W,-0.7,0.1881204043741873,0.21088630286814314,False
2140,YMR174C,0.9,0.03738607346849863,0.06144794438619915,False
2141,YOR101W,-0.2857142857142857,0.4927262450169573,0.4340910875436278,False
2142,YHR144C,-1.0,0.0,0.0,True
2143,YJR052W,-0.6428571428571429,0.08555889101267318,0.11648778572974144,False
2144,YPR165W,0.7666666666666667,0.01594401657897401,0.03216827781795387,True
2145,YDL067C,0.11666666666666665,0.7650079429261462,0.5783049174690427,False
2146,YOR122C,0.7,0.03576957497026169,0.05967596682127054,False
2147,YOR236W,0.6428571428571429,0.08555889101267318,0.11648778572974144,False
2148,YLR377C,0.9500000000000001,8.762523965086177e-05,0.0007330140625416077,True
2149,YGL256W,0.8,0.1999999999999999,0.22140449438202234,False
2150,YGL073W,-1.0,0.0,0.0,True
2151,YBR089C-A,0.8333333333333333,0.005265691029161748,0.01349485513824697,True
2152,YKR026C,0.02857142857142857,0.9571545189504373,0.6721262817357301,False
2153,YBR082C,-0.5666666666666667,0.11163298761149111,0.1399120295968897,False
2154,YBR213W,0.35,0.35581957250178897,0.34388458902087066,False
2155,YHR025W,0.26666666666666666,0.4879222748387009,0.43135880274810273,False
2156,YNL151C,0.4,0.5046315754686909,0.44413839578905695,False
2157,YJR049C,0.8,0.1999999999999999,0.22140449438202234,False
2158,YKR085C,0.8833333333333333,0.0015905004234978686,0.005733075154577836,True
2159,YDL230W,0.2,0.7470600781046619,0.5705743736066807,False
2160,YOR201C,0.8,0.1999999999999999,0.22140449438202234,False
2161,YKL190W,0.33333333333333337,0.3807131816768634,0.3643690189124843,False
2162,YCL028W,0.39999999999999997,0.2861051019083129,0.28927770409310005,False
2163,YCL047C,-0.8,0.10408803866182778,0.13434856780554474,False
2164,YCL009C,0.48333333333333334,0.18746985521554207,0.21088630286814314,False
2165,YML016C,0.6666666666666667,0.04986723056888511,0.07663521668317963,False
2166,YGR029W,0.6428571428571429,0.11939237342741099,0.14890042521437555,False
